listing_id,id,date,reviewer_id,reviewer_name,comments
16298977,224088483,2-1-2018,93977347,Josh,Stayed here over the new year and was something me and my partner had really looked forward to for the past few months. However as soon as I opened the door I had a sinking feeling! The decor is much need of freshening up and the bedding. furniture and overall look of the apartment isn’t anywhere as near as nice as the stylish photos. We noticed straight away that there wasn’t a double duvet on the bed just two single duvets. I quickly messaged marteen and he assured me that he would get it changed. Long story short we had the two single duvets all weekend. Marteen did issue us with a €40 refund in which I asked for double however couldn’t be bothered arguing for! I paid £520 for a 4 night stay and am certain I could get a lot better for the same money.
16330136,224051843,2-1-2018,35991637,Michela,Place was a home away from home everything was exactly as expected if not better
16350016,223987745,2-1-2018,13740118,Alex,Kirsten’s place is just what we were looking for - a great space to make our “home base” in Amsterdam. The apartment itself is refreshing. and Kirsten has provided little touches to make her place tranquil and relaxing. It is easy to reach any of Amsterdam’s sights from the apartment’s location. while offering a chance to be away from the hustle and bustle of the City Center. Thanks again. Kirsten!!
16354116,224120002,2-1-2018,47267901,Hessah,Peter was an amazing host! I definitely recommend staying at his place again.
16355117,224075661,2-1-2018,164303579,Gimena,Well located. great host. good tips all in all lovely stay!!! 
16379079,224023861,2-1-2018,152818039,Emma,Charlotte and Hans are great Airbnb hosts! They answered our questions in a timely manner. The apartment is beautiful and in a great location. The bikes provided were a great extra Amsterdam touch. Thanks again for an awesome stay.
16393456,224142439,2-1-2018,72052821,Chris,We (4 adults) loved to stay at the Cactus Flat. The apartment was perfectly located and well decorated. Definitely worth coming back again!We got a warm welcome from Andre.
16426692,223980173,2-1-2018,4128120,Nima,Accurate. close to transportation and grocery stores. utilities in kitchen. nice studio apartment with a great view and a helpful host. 
16437751,224013457,2-1-2018,26058141,Clemens,EMPFEHLUNG !!!Top Lage - geht nicht besser.Alles gut erreichbar oder ums Eck ...Amsterdam pur erleben - mit Distanz zu den Touristenfallen !!!Im Apartment ist ALLES vorhanden - inkl. einer außergewöhnlichen Terrasse.Sauber und beste Einführung bzw. eine Menge Empfehlungen ...
16452536,224061112,2-1-2018,152796196,Caitlin,This is a wonderful apartment to stay in! We had the place to ourselves and it is in a lovely quiet area that is also close to a train station. a bike rental place and a supermarket. It is around a ten minute walk into the nearest train station and then a 5min train ride to Amsterdam Centraal. so is very close to the city. It is a small apartment. but is homely and all the plants add to the atmosphere and it doesn’t feel cramped. The bed is comfortable and everything was clean. Geert was very welcoming and helpful! We arrived earlier than expected. and because he wasn’t expecting us he was still packing to leave. He was very welcoming still and let us leave our bags behind while we explored. He also gave us a few tips before he left and was a lovely person in general. Would 10/10 recommend.
16471009,223951683,2-1-2018,128013987,Stephen,Fantastic location right in the centre of Amsterdam. Great apartment for groups of four people. The place is clean and modern. Highly recommend this apartment. Would definitely stay here again if returning to Amsterdam.
16553990,224099936,2-1-2018,161222801,Jan,Top!:)
16592620,224099209,2-1-2018,16936294,Guy,Nice and quiet place just outside of the center of Amsterdam. host very responsive and thoughtful with great tips of the surroundings
16700471,224141593,2-1-2018,91242201,C,mooi appartement net buiten de grachtengordel op een hele centrale plek
16710492,224109669,2-1-2018,8073970,Odil,Emiel's place was very spacious - the living room was super cozy and comfortable! The location was perfect - only 4 stops on the metro from Central Station. which was great since it was absolutely freezing when visiting (we didn't have to walk much). Emiel even left us some Dutch waffles. tea. and some wine to help ourselves to upon our arrival.It was a great stay and I would definitely recommend!
16715510,224046973,2-1-2018,147634555,Sita,The house is beautiful and cozy. located 30 minutes walk from the center. very nice neighborhood and a great hosts!
16807225,223954431,2-1-2018,20995226,Perrine,Appartement que nous avons loué un week end pour le nouvel an. Lieveke étant absente nous a donné toutes les informations dont on avait besoin . et a fait en sorte que l'on soit bien accueilli !! L'appartement est tres bien situé dans un quartier calme à dix minute en tram du centre ville. L'arrêt du tram 2 est à quelques minutes à pied de l appartement et va directement au centre ville . L appartement est bien isolé des voisins. spacieux avec la possibilité de loger à 4 dont un lit avec un gros matelat pneumatique. Nous avons passé un très bon séjour dans cette très belle ville !!Merci aux hôtes !!!
16837152,224076843,2-1-2018,135346667,Michiel,Perfect place if you just need a place to sleep after a night out in Amsterdam (like we did). Nice and friendly people
16908444,224047493,2-1-2018,10092296,Jessica,Loved the modern. minimalistic style! Also has amazing view of the river and many cool shops and restaurants within walking distance. Check in was smooth and easy. and Coen was so helpful and quick when I realized I left something in the Airbnb after check out.
17042462,224134434,2-1-2018,66258785,Nathan,Great place to stay. very spacious. very quiet. but close enough to the city center by uber. cab. or bike!
17246643,224131903,2-1-2018,76609127,Thomas,highly recommended
17252191,224054704,2-1-2018,82432392,Ariana,The studio is beautiful. well-designed and has everything you need for a wonderful stay in Amsterdam. The area is really nice with lots of cool shops and cafes. Judith and Matthijs also gave us a lot of great tips on where to go for food and other cultural things. We had a great time and would definitely recommend staying here!
17374776,224031827,2-1-2018,99909765,Louise,Mike had arranged for his friend to meet us on arrival at his flat. Although we were delayed. we were warmly welcomed and shown the facilities. The flat is a very pleasant. easy and relaxed space. set in a residential area. There are 2 small flights of stairs up to the flat front door. The flat is cleverly and stylishly designed. clean and very comfortable. Once you have got to grips with the public bus/tram routes which are very simple (the stop is across the street. a 1 minute walk away). it’s about 20mins into the centre of town. Suggest you buy a 24 or 48hr ticket which will enable you to travel with ease. Mike had left an info sheet on which he mentioned a cafe called (something like). ‘The White Cafe’. Really.... do go! It’s about 1km walk away. a very cool place and serves great coffee. mint/ginger tea and the best apple pie in the world! Mike was always quick to respond to questions and is a kind. generous natured host :))
17431839,223951472,2-1-2018,150288744,Gaëlle,Nous avons passez un merveilleux réveillon. Nous remercions Hetty et Arne pour leur gentillesse tout au long de notre séjour. Appartement calme spacieux et très bien situé. proche des transports et des commerces. C'est vraiment une ville magnifique encore merci.
17623132,224107998,2-1-2018,23893818,Matthäus,tolle Lage - nette Erfahrung - 2. Schlafraum etwas schwer (nicht über Hauptwohnraum) erreichbar
17631393,224047058,2-1-2018,153616329,Roman,This house is amazing everything is clean there . the place is about 10 min from the central station . u have a ferry there that goes 24/7 and it's free! For me it was amazing trip because this house.
17674855,224101488,2-1-2018,39886450,Henrik,Roelof was a helpful and responsive host and took great care of us. The area is nice and it’s really easy to get around. with a tram stop right by the apartment (we even walked to the city centre a few times). Great value. really enjoyed the stay.
17724135,223993290,2-1-2018,132203039,Luís,The apartment is very noce and cosy. Thank you.
17793367,223953109,2-1-2018,156547621,Felix Daniel,JUST PERFECT! The place.  the location. the hospitality. the stylish touches it has. everything! If you want to stay in Amsterdam. this will be the perfecr place.
17827843,224056384,2-1-2018,156305905,Estelle,Très bel appartement. un peu loin du centre (30minutes a pied).
